Type	error	PC Date	PC Time	GPS date	gps time	latitude	longitude	equ temp	std val	CO2 mv	CO2 um/m	H2O mv	H2O mm/m	licor temp	licor press	 atm press	equ press	H2O flow	licor flow	equ pump	vent flow	atm cond	equ cond	drip 1	Aux. H2Oflow	cond temp	dry box temp	deck box temp	Fluke Temp2	Oxygen	Saturation	Optode Temp	WB Pressure	O2_Cal_status
EQU	0	29/08/18	21:26:48	//	21:26:48	57.7892	10.2010	17.44	NaN	2151.40	378.29	201.87	1.35	35.39	1015.10	1011.76	-0.26	2.86	84.90	124.00	1066.28	9.89	9.89	9.89	4.20	4.94	29.00	35.72	17.254	294.713	98.604	17.469	1015.37	1
EQU	0	29/08/18	21:28:21	//	21:28:21	57.7891	10.1879	17.41	NaN	2144.10	376.59	201.66	1.35	35.39	1015.00	1011.82	-0.17	2.87	84.85	124.00	1066.33	9.89	9.89	9.89	3.90	4.87	29.00	35.72	17.208	295.184	98.689	17.434	1015.35	1
EQU	0	29/08/18	21:29:53	//	21:29:53	57.7891	10.1750	17.37	NaN	2133.50	374.10	202.08	1.35	35.38	1015.00	1011.80	-0.18	2.88	83.42	124.00	1066.41	9.89	9.89	9.89	3.82	5.00	28.94	35.72	17.170	296.259	98.964	17.393	1015.35	1
EQU	0	29/08/18	21:31:26	//	21:31:26	57.7891	10.1618	17.35	NaN	2118.50	370.59	201.91	1.35	35.38	1015.00	1011.79	-0.16	2.89	84.37	124.00	1066.49	9.89	9.89	9.89	3.90	4.81	29.00	35.72	17.189	296.696	99.097	17.387	1015.34	1
EQU	0	29/08/18	21:32:59	//	21:32:59	57.7892	10.1487	17.37	NaN	2109.10	368.41	201.58	1.35	35.38	1015.10	1011.80	-0.27	2.87	83.94	124.00	1066.41	9.89	9.89	9.89	4.02	5.12	28.94	35.61	17.211	296.180	98.972	17.409	1015.36	1
STD1	0	29/08/18	21:37:30	//	21:37:29	57.7891	10.1105	17.28	0.00	6.37	-0.10	-23.71	-0.15	35.38	1015.10	1011.83	-0.18	2.89	83.15	124.00	1066.39	9.89	9.89	9.89	3.98	5.06	28.94	35.61	17.082	298.742	99.612	17.306	1015.37	1
STD2	0	29/08/18	21:41:59	//	21:41:59	57.7891	10.0725	17.24	189.97	1231.70	189.32	-30.92	-0.19	35.37	1014.90	1011.74	-0.19	2.86	71.20	124.00	1066.41	9.89	9.89	9.89	3.96	4.87	29.00	35.61	17.062	299.810	99.899	17.273	1015.23	1
STD3	0	29/08/18	21:46:29	//	21:46:29	57.7848	10.0355	17.24	395.35	2220.10	394.16	-35.83	-0.23	35.36	1014.90	1011.60	-0.12	2.87	74.95	124.00	1066.31	9.89	9.89	9.89	3.92	4.81	28.94	35.61	17.080	299.531	99.814	17.276	1015.17	1
STD4-DRAIN	0	29/08/18	21:50:59	//	21:50:59	57.7795	9.9987	17.26	519.92	2708.80	519.91	-36.29	-0.23	35.37	1014.90	1011.57	-0.20	2.86	66.40	124.00	-36.59	9.89	9.89	9.89	3.96	5.00	28.94	35.61	17.090	300.122	100.029	17.285	1015.12	1
ATM	0	29/08/18	21:55:51	//	21:55:51	57.7739	9.9587	17.30	NaN	2277.90	408.66	197.58	1.32	35.37	1014.80	1011.54	-0.16	2.88	102.46	124.00	-55.25	9.89	9.89	9.89	4.14	4.81	28.94	35.61	17.120	299.697	99.980	17.329	1015.11	1
ATM	0	29/08/18	21:57:21	//	21:57:21	57.7722	9.9464	17.30	NaN	2275.60	408.08	198.66	1.33	35.35	1014.80	1011.59	-0.10	2.87	105.20	124.00	-55.27	9.89	9.89	9.89	3.88	5.06	28.94	35.61	17.121	299.160	99.808	17.332	1015.14	1
ATM	0	29/08/18	21:58:51	//	21:58:51	57.7705	9.9341	17.29	NaN	2277.30	408.51	199.04	1.33	35.37	1014.90	1011.54	-0.20	2.87	103.55	124.00	-55.32	9.89	9.89	9.89	3.92	4.94	29.00	35.61	17.118	299.336	99.853	17.326	1015.16	1
ATM	0	29/08/18	22:00:22	//	22:00:22	57.7689	9.9216	17.30	NaN	2278.10	408.71	198.62	1.33	35.36	1014.80	1011.60	-0.22	2.87	102.89	124.00	-55.30	9.89	9.89	9.89	3.86	4.81	28.94	35.82	17.162	298.667	99.684	17.352	1015.15	1
ATM	0	29/08/18	22:01:52	//	22:01:52	57.7672	9.9094	17.28	NaN	2280.40	409.22	198.91	1.33	35.36	1014.90	1011.46	-0.22	2.86	100.67	124.00	-55.28	9.89	9.89	9.89	4.47	5.12	28.94	35.61	17.131	298.595	99.589	17.318	1015.18	1
EQU	0	29/08/18	22:06:49	//	22:06:48	57.7662	9.8682	17.43	NaN	2094.40	365.03	205.50	1.38	35.35	1014.90	1011.64	-0.14	2.88	82.16	124.00	-49.75	9.89	9.89	9.89	4.26	4.87	28.94	35.61	17.278	293.851	98.310	17.467	1015.22	1
EQU	0	29/08/18	22:08:20	//	22:08:20	57.7663	9.8554	17.44	NaN	2117.50	370.36	206.50	1.38	35.35	1015.00	1011.64	-0.12	2.89	82.84	124.00	-47.60	9.89	9.89	9.89	3.90	5.00	28.94	35.61	17.236	292.930	97.995	17.463	1015.26	1
EQU	0	29/08/18	22:09:53	//	22:09:53	57.7666	9.8424	17.44	NaN	2132.90	373.97	205.62	1.38	35.35	1015.00	1011.68	-0.25	2.86	85.22	124.00	-51.76	9.89	9.89	9.89	3.80	4.81	28.94	35.61	17.354	292.866	98.059	17.505	1015.23	1
EQU	0	29/08/18	22:11:26	//	22:11:26	57.7669	9.8294	17.51	NaN	2136.70	374.85	204.62	1.37	35.35	1014.90	1011.72	-0.23	2.88	81.90	124.00	-51.40	9.89	9.89	9.89	4.08	5.06	28.94	35.61	17.275	292.792	98.059	17.517	1015.26	1
EQU	0	29/08/18	22:12:59	//	22:12:59	57.7672	9.8165	17.52	NaN	2141.00	375.86	204.08	1.37	35.35	1014.90	1011.67	-0.26	2.85	83.79	124.00	-55.19	9.89	9.89	9.89	3.49	4.81	28.94	35.61	17.521	292.015	97.986	17.610	1015.26	1
EQU	0	29/08/18	22:14:32	//	22:14:31	57.7674	9.8037	17.73	NaN	2141.40	375.96	203.41	1.36	35.36	1015.00	1011.67	-0.23	2.88	83.36	124.00	-55.20	9.89	9.89	9.89	3.96	5.12	28.94	35.61	17.612	293.128	98.709	17.781	1015.23	1
EQU	0	29/08/18	22:16:04	//	22:16:04	57.7676	9.7907	17.74	NaN	2144.10	376.59	202.87	1.36	35.36	1014.90	1011.70	-0.24	2.88	85.17	124.00	-55.40	9.89	9.89	9.89	4.65	4.81	28.94	35.61	17.584	293.178	98.705	17.771	1015.26	1
EQU	0	29/08/18	22:17:37	//	22:17:37	57.7680	9.7778	17.79	NaN	2145.60	376.92	202.25	1.35	35.35	1015.00	1011.73	-0.16	2.88	85.22	124.00	-55.30	9.89	9.89	9.89	4.07	5.00	28.94	35.61	17.667	292.574	98.644	17.841	1015.28	1
EQU	0	29/08/18	22:19:10	//	22:19:10	57.7683	9.7649	17.83	NaN	2147.80	377.42	202.37	1.35	35.35	1015.00	1011.74	-0.18	2.85	83.26	124.00	-55.25	9.89	9.89	9.89	3.57	5.06	28.94	35.61	17.672	292.191	98.575	17.871	1015.28	1
EQU	0	29/08/18	22:20:43	//	22:20:43	57.7685	9.7520	17.84	NaN	2150.80	378.13	201.54	1.35	35.35	1015.00	1011.71	-0.26	2.87	82.21	124.00	-55.41	9.89	9.89	9.89	3.47	4.81	28.94	35.61	17.701	291.984	98.527	17.881	1015.27	1
EQU	0	29/08/18	22:22:16	//	22:22:15	57.7687	9.7394	17.85	NaN	2152.80	378.63	201.37	1.35	35.34	1014.90	1011.70	-0.19	2.86	83.79	124.00	-55.49	9.89	9.89	9.89	3.27	5.06	28.94	35.61	17.699	291.834	98.503	17.894	1015.26	1
EQU	0	29/08/18	22:23:48	//	22:23:48	57.7691	9.7266	17.84	NaN	2155.30	379.18	201.79	1.35	35.35	1015.00	1011.70	-0.19	2.88	84.26	124.00	-55.61	9.89	9.89	9.89	3.96	4.81	28.94	35.51	17.684	291.809	98.462	17.879	1015.29	1
EQU	0	29/08/18	22:25:21	//	22:25:21	57.7694	9.7137	17.77	NaN	2155.50	379.21	201.58	1.35	35.35	1015.00	1011.68	-0.19	2.88	83.10	124.00	-55.68	9.89	9.89	9.89	3.86	5.00	28.94	35.61	17.485	292.319	98.398	17.762	1015.27	1
EQU	0	29/08/18	22:26:54	//	22:26:54	57.7697	9.7007	17.71	NaN	2155.40	379.21	201.58	1.35	35.35	1015.00	1011.76	-0.26	2.88	82.47	124.00	-55.70	9.89	9.89	9.89	3.41	5.06	29.00	35.51	17.586	291.111	97.982	17.757	1015.27	1
EQU	0	29/08/18	22:28:27	//	22:28:27	57.7701	9.6877	17.70	NaN	2153.40	378.77	200.91	1.34	35.35	1014.90	1011.56	-0.20	2.87	84.16	124.00	-55.44	9.89	9.89	9.89	3.71	4.75	28.94	35.61	17.434	291.932	98.157	17.708	1015.24	1
EQU	0	29/08/18	22:30:00	//	22:29:59	57.7703	9.6750	17.56	NaN	2155.00	379.13	200.12	1.34	35.35	1015.00	1011.67	-0.26	2.84	83.21	124.00	-50.53	9.89	9.89	9.89	3.93	5.12	28.94	35.61	17.307	291.256	97.664	17.577	1015.26	1
EQU	0	29/08/18	22:31:32	//	22:31:32	57.7706	9.6620	17.51	NaN	2158.10	379.88	200.29	1.34	35.34	1014.90	1011.68	-0.27	2.84	84.63	124.00	-49.39	9.89	9.89	9.89	4.39	4.87	28.94	35.51	17.407	290.657	97.442	17.566	1015.20	1
EQU	0	29/08/18	22:33:05	//	22:33:05	57.7710	9.6491	17.55	NaN	2158.70	380.02	199.62	1.33	35.35	1014.90	1011.58	-0.17	2.84	84.37	124.00	-53.04	9.89	9.89	9.89	3.51	5.06	28.94	35.51	17.431	291.190	97.653	17.582	1015.19	1
EQU	0	29/08/18	22:34:38	//	22:34:38	57.7713	9.6362	17.63	NaN	2153.00	378.67	199.50	1.33	35.34	1014.90	1011.60	-0.20	2.84	84.10	124.00	258.82	9.89	9.89	9.89	4.12	4.94	28.94	35.51	17.515	291.191	97.862	17.685	1015.23	1
EQU	0	29/08/18	22:36:12	//	22:36:12	57.7717	9.6232	17.68	NaN	2146.00	377.04	200.20	1.34	35.34	1014.90	1011.42	-0.18	2.85	84.42	124.00	780.60	9.89	9.89	9.89	4.08	4.87	28.94	35.61	17.484	290.834	97.801	17.714	1015.13	1
EQU	0	29/08/18	22:37:45	//	22:37:45	57.7721	9.6103	17.59	NaN	2145.30	376.94	199.37	1.33	35.34	1014.70	1011.42	-0.28	2.84	83.42	124.00	1066.15	9.89	9.89	9.89	4.65	4.94	28.94	35.51	17.338	289.806	97.224	17.600	1015.06	1
EQU	0	29/08/18	22:39:18	//	22:39:18	57.7725	9.5974	17.49	NaN	2151.70	378.44	198.79	1.33	35.34	1014.70	1011.41	-0.16	2.83	83.79	124.00	1066.18	9.89	9.89	9.89	3.51	4.81	28.94	35.51	17.339	287.740	96.450	17.559	1015.09	1
EQU	0	29/08/18	22:40:50	//	22:40:50	57.7729	9.5847	17.45	NaN	2156.20	379.53	197.91	1.32	35.33	1014.70	1011.46	-0.20	2.84	82.89	124.00	1066.18	9.89	9.89	9.89	3.73	5.06	28.87	35.61	17.310	288.380	96.510	17.482	1015.05	1
EQU	0	29/08/18	22:42:23	//	22:42:23	57.7733	9.5721	17.53	NaN	2160.10	380.48	198.20	1.32	35.33	1014.60	1011.30	-0.35	2.86	83.73	124.00	1066.20	9.89	9.89	9.89	3.51	4.81	28.87	35.61	17.458	289.248	97.045	17.604	1014.87	1
EQU	0	29/08/18	22:43:56	//	22:43:56	57.7736	9.5594	17.62	NaN	2159.80	380.43	197.66	1.32	35.33	1014.50	1011.17	-0.22	2.84	85.33	124.00	1066.23	9.89	9.89	9.89	4.37	5.12	28.87	35.51	17.472	290.342	97.526	17.660	1014.82	1
EQU	0	29/08/18	22:45:29	//	22:45:29	57.7740	9.5469	17.67	NaN	2153.20	378.90	197.70	1.32	35.33	1014.50	1011.09	-0.20	2.84	83.63	124.00	1066.23	9.89	9.89	9.89	3.29	4.81	28.87	35.51	17.586	290.543	97.750	17.738	1014.78	1
EQU	0	29/08/18	22:47:02	//	22:47:01	57.7745	9.5347	17.75	NaN	2146.10	377.27	197.83	1.32	35.32	1014.40	1010.89	-0.17	2.83	85.11	124.00	1066.23	9.89	9.89	9.89	4.10	5.00	28.81	35.51	17.610	290.954	97.998	17.792	1014.63	1
EQU-DRAIN	0	29/08/18	22:48:35	//	22:48:34	57.7751	9.5223	17.76	NaN	2138.70	375.59	198.16	1.32	35.31	1014.30	1010.86	-0.13	2.82	84.00	124.00	1066.20	9.89	9.89	9.89	3.94	4.87	28.75	35.51	17.604	291.870	98.314	17.795	1014.57	1
EQU	0	29/08/18	22:50:28	//	22:50:28	57.7755	9.5071	17.75	NaN	2130.80	373.74	198.41	1.33	35.30	1014.20	1010.79	-0.24	2.82	83.47	124.00	1066.20	9.89	9.89	9.89	4.20	5.00	28.75	35.51	17.604	291.776	98.255	17.782	1014.50	1
EQU	0	29/08/18	22:52:02	//	22:52:02	57.7760	9.4946	17.76	NaN	2127.00	372.84	198.00	1.32	35.29	1014.20	1010.86	-0.21	2.83	83.05	124.00	1066.18	9.89	9.89	9.89	2.84	4.87	28.75	35.51	17.611	291.819	98.292	17.793	1014.50	1
EQU	0	29/08/18	22:53:35	//	22:53:35	57.7762	9.4823	17.77	NaN	2125.40	372.44	198.20	1.32	35.29	1014.30	1010.95	-0.18	2.85	84.05	124.00	1066.18	9.89	9.89	9.89	3.43	5.06	28.75	35.51	17.598	291.756	98.280	17.798	1014.62	1
EQU	0	29/08/18	22:55:08	//	22:55:08	57.7765	9.4701	17.77	NaN	2124.10	372.10	198.00	1.32	35.28	1014.30	1010.97	-0.20	2.84	82.79	124.00	1066.20	9.89	9.89	9.89	3.14	4.81	28.75	35.51	17.655	291.646	98.285	17.818	1014.67	1
EQU	0	29/08/18	22:56:41	//	22:56:40	57.7767	9.4579	17.81	NaN	2125.70	372.42	197.12	1.32	35.27	1014.40	1011.09	-0.19	2.83	83.31	124.00	1066.18	9.89	9.89	9.89	5.02	5.00	28.75	35.41	17.669	291.611	98.325	17.844	1014.71	1
EQU	0	29/08/18	22:58:13	//	22:58:13	57.7767	9.4455	17.81	NaN	2128.80	373.08	197.87	1.32	35.26	1014.60	1011.07	-0.20	2.84	84.21	124.00	1066.15	9.89	9.89	9.89	3.49	4.81	28.69	35.41	17.635	291.399	98.243	17.839	1014.75	1
EQU	0	29/08/18	22:59:46	//	22:59:46	57.7768	9.4333	17.79	NaN	2130.90	373.59	197.87	1.32	35.25	1014.50	1011.15	-0.26	2.85	83.58	124.00	1066.15	9.89	9.89	9.89	4.27	5.06	28.75	35.41	17.605	291.560	98.236	17.808	1014.71	1
EQU	0	29/08/18	23:01:19	//	23:01:19	57.7768	9.4211	17.72	NaN	2132.80	373.99	198.00	1.32	35.24	1014.50	1011.13	-0.27	2.86	84.00	124.00	1066.15	9.89	9.89	9.89	4.35	4.81	28.75	35.41	17.512	291.681	98.138	17.740	1014.89	1
EQU	0	29/08/18	23:02:52	//	23:02:51	57.7768	9.4090	17.58	NaN	2135.20	374.51	197.50	1.32	35.23	1014.60	1011.23	-0.14	2.85	84.90	124.00	1066.15	9.89	9.89	9.89	4.74	5.06	28.69	35.41	17.252	292.582	98.011	17.528	1014.87	1
EQU	0	29/08/18	23:04:24	//	23:04:24	57.7766	9.3967	17.44	NaN	2135.70	374.59	197.70	1.32	35.22	1014.60	1011.18	-0.15	2.82	83.84	124.00	1066.15	9.89	9.89	9.89	4.07	4.81	28.69	35.41	17.304	293.137	98.099	17.480	1014.90	1
EQU	0	29/08/18	23:05:57	//	23:05:57	57.7765	9.3845	17.54	NaN	2136.30	374.74	198.41	1.32	35.20	1014.60	1011.29	-0.26	2.83	83.89	124.00	1066.15	9.89	9.89	9.89	3.94	5.06	28.62	35.30	17.467	291.908	97.948	17.609	1014.92	1
EQU	0	29/08/18	23:07:30	//	23:07:31	57.7764	9.3721	17.61	NaN	2135.20	374.41	198.25	1.32	35.19	1014.70	1011.47	-0.19	2.84	84.37	124.00	1066.13	9.89	9.89	9.89	3.72	4.81	28.69	35.30	17.461	291.244	97.796	17.644	1015.03	1
EQU	0	29/08/18	23:09:03	//	23:09:03	57.7763	9.3600	17.61	NaN	2131.60	373.50	197.95	1.32	35.18	1014.80	1011.52	-0.19	2.85	84.00	124.00	1066.10	9.89	9.89	9.89	4.27	5.06	28.69	35.30	17.456	290.791	97.641	17.642	1015.16	1
EQU	0	29/08/18	23:10:35	//	23:10:36	57.7763	9.3478	17.60	NaN	2126.60	372.31	198.25	1.32	35.17	1014.90	1011.59	-0.26	2.86	83.79	124.00	1066.13	9.89	9.89	9.89	4.41	4.87	28.69	35.20	17.410	290.579	97.525	17.620	1015.10	1
EQU	0	29/08/18	23:12:08	//	23:12:09	57.7764	9.3357	17.53	NaN	2121.40	371.08	197.91	1.32	35.16	1014.90	1011.52	-0.19	2.85	82.52	124.00	1066.13	9.89	9.89	9.89	3.63	4.94	28.62	35.20	17.364	289.922	97.175	17.556	1015.10	1
EQU	0	29/08/18	23:13:41	//	23:13:42	57.7763	9.3237	17.54	NaN	2117.30	370.11	198.08	1.32	35.16	1014.90	1011.62	-0.29	2.84	82.79	124.00	1066.07	9.89	9.89	9.89	3.88	4.81	28.62	35.20	17.399	289.995	97.239	17.576	1015.17	1
EQU	0	29/08/18	23:15:14	//	23:15:15	57.7762	9.3115	17.56	NaN	2114.50	369.42	198.00	1.32	35.14	1015.00	1011.76	-0.28	2.84	83.26	124.00	1066.02	9.89	9.89	9.89	4.00	5.00	28.56	35.20	17.368	290.848	97.531	17.578	1015.27	1
EQU	0	29/08/18	23:16:47	//	23:16:47	57.7761	9.2993	17.52	NaN	2112.70	369.01	197.29	1.32	35.12	1014.90	1011.61	-0.21	2.85	83.26	124.00	1065.97	9.89	9.89	9.89	3.53	4.81	28.56	35.09	17.328	291.934	97.827	17.545	1015.17	1
EQU	0	29/08/18	23:18:19	//	23:18:20	57.7760	9.2871	17.48	NaN	2112.00	368.83	196.95	1.31	35.12	1014.90	1011.38	-0.28	2.86	83.58	124.00	1065.99	9.89	9.89	9.89	3.39	5.06	28.50	35.09	17.254	292.077	97.764	17.490	1015.12	1
EQU	0	29/08/18	23:19:52	//	23:19:53	57.7759	9.2749	17.39	NaN	2112.80	368.98	197.16	1.32	35.10	1014.90	1011.64	-0.20	2.86	85.86	124.00	1066.07	9.89	9.89	9.89	4.00	4.81	28.50	35.09	17.170	292.596	97.760	17.403	1015.19	1
EQU	0	29/08/18	23:21:25	//	23:21:26	57.7759	9.2630	17.31	NaN	2108.30	367.87	197.25	1.32	35.09	1015.00	1011.72	-0.22	2.86	84.05	124.00	1066.02	9.89	9.89	9.89	4.61	5.06	28.50	34.99	17.171	292.840	97.711	17.338	1015.27	1
EQU	0	29/08/18	23:22:58	//	23:22:58	57.7758	9.2509	17.34	NaN	2104.40	367.01	197.45	1.32	35.07	1014.90	1011.57	-0.17	2.85	84.37	124.00	1065.99	9.89	9.89	9.89	3.98	4.81	28.44	34.99	17.112	293.445	97.933	17.348	1015.16	1
EQU	0	29/08/18	23:24:30	//	23:24:31	57.7757	9.2388	17.29	NaN	2105.50	367.28	196.08	1.31	35.05	1014.80	1011.46	-0.31	2.86	83.58	124.00	1065.92	9.89	9.89	9.89	3.85	5.12	28.37	34.99	17.107	295.311	98.504	17.323	1015.12	1
EQU	0	29/08/18	23:26:03	//	23:26:04	57.7755	9.2268	17.25	NaN	2103.60	366.80	196.12	1.31	35.03	1014.80	1011.52	-0.20	2.87	84.21	124.00	1065.81	9.89	9.89	9.89	3.94	4.81	28.37	34.99	17.091	296.571	98.833	17.278	1015.13	1
EQU	0	29/08/18	23:27:36	//	23:27:36	57.7753	9.2147	17.25	NaN	2102.60	366.57	196.62	1.31	35.02	1014.80	1011.29	-0.24	2.88	83.26	124.00	1065.81	9.89	9.89	9.89	3.80	5.06	28.31	34.88	17.096	295.906	98.637	17.291	1015.09	1
EQU	0	29/08/18	23:29:08	//	23:29:09	57.7751	9.2027	17.23	NaN	2106.50	367.47	196.33	1.31	35.00	1014.80	1011.24	-0.18	2.87	83.10	124.00	1065.79	9.89	9.89	9.89	3.67	4.75	28.31	34.88	17.027	297.013	98.918	17.249	1015.06	1
EQU	0	29/08/18	23:30:41	//	23:30:42	57.7749	9.1908	17.17	NaN	2105.70	367.23	196.83	1.31	34.97	1014.80	1011.34	-0.31	2.87	83.94	124.00	1065.81	9.89	9.89	9.89	3.45	5.00	28.25	34.88	17.000	297.702	99.037	17.195	1015.02	1
EQU	0	29/08/18	23:32:14	//	23:32:15	57.7747	9.1788	17.16	NaN	2101.70	366.29	197.00	1.31	34.94	1014.80	1011.34	-0.31	2.87	83.21	124.00	1065.76	9.89	9.89	9.89	3.98	4.87	28.25	34.78	16.984	298.484	99.261	17.178	1015.09	1
EQU	0	29/08/18	23:33:47	//	23:33:47	57.7745	9.1670	17.16	NaN	2097.80	365.33	197.75	1.32	34.92	1014.80	1011.38	-0.19	2.86	82.84	124.00	1065.71	9.89	9.89	9.89	3.92	5.00	28.19	34.78	17.049	298.450	99.315	17.209	1015.13	1
EQU	0	29/08/18	23:35:19	//	23:35:20	57.7744	9.1550	17.22	NaN	2096.70	365.03	196.91	1.31	34.89	1014.90	1011.45	-0.28	2.86	85.06	124.00	1065.63	9.89	9.89	9.89	3.59	4.87	28.06	34.78	17.084	297.746	99.177	17.256	1015.17	1
EQU	0	29/08/18	23:36:52	//	23:36:53	57.7742	9.1431	17.24	NaN	2099.50	365.64	197.25	1.31	34.87	1014.90	1011.46	-0.25	2.86	84.63	124.00	1065.58	9.89	9.89	9.89	3.92	4.94	28.12	34.78	17.092	297.439	99.110	17.273	1015.16	1
EQU	0	29/08/18	23:38:25	//	23:38:26	57.7741	9.1313	17.25	NaN	2102.10	366.20	196.00	1.31	34.85	1014.90	1011.51	-0.26	2.88	84.37	124.00	1065.58	9.89	9.89	9.89	3.67	4.94	28.00	34.67	17.103	297.453	99.131	17.280	1015.23	1
EQU	0	29/08/18	23:39:57	//	23:39:58	57.7739	9.1194	17.27	NaN	2104.30	366.66	195.45	1.30	34.82	1015.00	1011.48	-0.29	2.87	83.68	124.00	1065.50	9.89	9.89	9.89	2.94	4.81	28.06	34.67	17.150	297.352	99.158	17.310	1015.18	1
EQU	0	29/08/18	23:41:30	//	23:41:31	57.7737	9.1075	17.32	NaN	2105.90	367.01	195.79	1.30	34.79	1014.90	1011.60	-0.25	2.86	85.38	124.00	1065.47	9.89	9.89	9.89	3.68	5.00	28.06	34.67	17.193	297.014	99.143	17.358	1015.21	1
EQU	0	29/08/18	23:43:03	//	23:43:04	57.7735	9.0956	17.36	NaN	2108.90	367.66	195.50	1.30	34.76	1014.90	1011.64	-0.25	2.85	83.21	124.00	1065.45	9.89	9.89	9.89	3.67	4.81	28.00	34.67	17.267	296.595	99.107	17.408	1015.17	1
EQU	0	29/08/18	23:44:36	//	23:44:36	57.7732	9.0837	17.32	NaN	2112.70	368.53	195.37	1.30	34.74	1014.90	1011.46	-0.28	2.86	85.27	124.00	1065.45	9.89	9.89	9.89	3.33	4.87	27.94	34.67	17.086	296.502	98.910	17.327	1015.17	1
EQU	0	29/08/18	23:46:08	//	23:46:09	57.7728	9.0715	17.22	NaN	2107.30	367.25	195.45	1.30	34.72	1014.90	1011.39	-0.32	2.87	85.11	124.00	1065.45	9.89	9.89	9.89	4.17	4.94	28.00	34.57	17.054	297.324	99.011	17.243	1015.17	1
EQU	0	29/08/18	23:47:41	//	23:47:42	57.7724	9.0593	17.20	NaN	2090.20	363.29	196.04	1.31	34.68	1014.90	1011.47	-0.28	2.86	84.53	124.00	1065.47	9.89	9.89	9.89	4.05	4.81	27.94	34.57	17.031	297.679	99.075	17.217	1015.13	1
EQU-DRAIN	0	29/08/18	23:49:14	//	23:49:14	57.7720	9.0472	17.17	NaN	2073.00	359.33	195.95	1.30	34.66	1014.80	1011.34	-0.28	2.86	84.32	124.00	1065.45	9.89	9.89	9.89	3.73	4.94	28.00	34.57	16.999	297.954	99.124	17.197	1015.10	1
EQU	0	29/08/18	23:51:07	//	23:51:08	57.7717	9.0321	17.16	NaN	2060.20	356.37	196.25	1.31	34.63	1014.80	1011.36	-0.31	2.85	84.53	124.00	1065.37	9.89	9.89	9.89	4.22	4.94	28.00	34.57	17.009	298.128	99.175	17.193	1015.10	1
EQU	0	29/08/18	23:52:40	//	23:52:41	57.7716	9.0196	17.13	NaN	2054.80	355.13	196.00	1.30	34.60	1014.70	1011.33	-0.36	2.85	83.36	124.00	1065.34	9.89	9.89	9.89	4.41	5.00	28.00	34.46	16.983	297.951	99.057	17.165	1015.08	1
EQU	0	29/08/18	23:54:13	//	23:54:13	57.7715	9.0074	17.14	NaN	2051.40	354.29	196.04	1.30	34.59	1014.80	1011.39	-0.37	2.85	85.43	124.00	1065.29	9.89	9.89	9.89	3.76	4.81	28.00	34.46	16.986	297.815	99.017	17.167	1015.09	1
EQU	0	29/08/18	23:55:45	//	23:55:46	57.7714	8.9950	17.13	NaN	2049.00	353.72	196.41	1.31	34.56	1014.80	1011.47	-0.33	2.86	83.84	124.00	1065.34	9.89	9.89	9.89	4.14	4.94	28.00	34.46	16.960	298.271	99.147	17.156	1015.06	1
EQU	0	29/08/18	23:57:18	//	23:57:19	57.7713	8.9825	17.12	NaN	2047.00	353.24	196.00	1.30	34.53	1014.80	1011.41	-0.28	2.86	84.79	124.00	1065.32	9.89	9.89	9.89	3.81	4.94	27.94	34.36	16.990	298.689	99.295	17.161	1015.06	1
EQU	0	29/08/18	23:58:51	//	23:58:51	57.7712	8.9702	17.14	NaN	2046.10	353.01	196.16	1.31	34.52	1014.80	1011.45	-0.39	2.87	84.90	124.00	1065.29	9.89	9.89	9.89	3.39	4.81	28.00	34.36	16.969	298.631	99.281	17.164	1015.02	1
EQU	0	30/08/18	00:00:23	//	00:00:24	57.7710	8.9578	17.11	NaN	2045.80	352.96	196.20	1.31	34.49	1014.80	1011.28	-0.26	2.85	83.79	124.00	1065.18	9.89	9.89	9.89	4.19	4.94	27.94	34.36	16.968	298.565	99.221	17.145	1015.01	1
