Year,Month,Day,Hour,Min,Sec,SSS
2018,8,30,16,17,55,35.0000
2018,8,30,16,19,27,35.0000
2018,8,30,16,21,0,35.0000
2018,8,30,16,22,32,35.0000
2018,8,30,16,24,5,35.0000
2018,8,30,16,25,38,35.0000
2018,8,30,16,27,12,35.0000
2018,8,30,16,28,44,35.0000
2018,8,30,16,30,17,35.0000
2018,8,30,16,31,50,35.0000
2018,8,30,16,33,22,35.0000
2018,8,30,16,34,55,35.0000
2018,8,30,16,36,27,35.0000
2018,8,30,16,38,0,35.0000
2018,8,30,16,39,33,35.0000
2018,8,30,16,41,5,35.0000
2018,8,30,16,42,38,35.0000
2018,8,30,16,47,8,35.0000
2018,8,30,16,51,39,35.0000
2018,8,30,16,56,9,35.0000
2018,8,30,17,1,0,35.0000
2018,8,30,17,5,31,35.0000
2018,8,30,17,7,1,35.0000
2018,8,30,17,8,32,35.0000
2018,8,30,17,10,2,35.0000
2018,8,30,17,11,32,35.0000
2018,8,30,17,16,29,35.0000
2018,8,30,17,18,1,35.0000
2018,8,30,17,19,34,35.0000
2018,8,30,17,21,7,35.0000
2018,8,30,17,22,39,35.0000
2018,8,30,17,24,12,35.0000
2018,8,30,17,25,45,35.0000
2018,8,30,17,27,17,35.0000
2018,8,30,17,28,50,35.0000
2018,8,30,17,30,22,35.0000
2018,8,30,17,31,55,35.0000
2018,8,30,17,33,28,35.0000
2018,8,30,17,35,0,35.0000
2018,8,30,17,36,33,35.0000
2018,8,30,17,38,5,35.0000
2018,8,30,17,39,38,35.0000
2018,8,30,17,41,11,35.0000
2018,8,30,17,42,43,35.0000
2018,8,30,17,44,16,35.0000
2018,8,30,17,45,49,35.0000
2018,8,30,17,47,23,35.0000
2018,8,30,17,48,55,35.0000
2018,8,30,17,50,28,35.0000
2018,8,30,17,52,1,35.0000
2018,8,30,17,53,33,35.0000
2018,8,30,17,55,27,35.0000
2018,8,30,17,56,59,35.0000
2018,8,30,17,58,32,35.0000
2018,8,30,18,0,5,35.0000
2018,8,30,18,1,37,35.0000
2018,8,30,18,3,10,35.0000
2018,8,30,18,4,42,35.0000
2018,8,30,18,6,15,35.0000
2018,8,30,18,7,48,35.0000
2018,8,30,18,9,20,35.0000
2018,8,30,18,10,53,35.0000
2018,8,30,18,12,25,35.0000
2018,8,30,18,13,58,35.0000
2018,8,30,18,15,31,35.0000
2018,8,30,18,17,3,35.0000
2018,8,30,18,18,36,35.0000
2018,8,30,18,20,9,35.0000
2018,8,30,18,21,41,35.0000
2018,8,30,18,23,14,35.0000
2018,8,30,18,24,46,35.0000
2018,8,30,18,26,19,35.0000
2018,8,30,18,27,53,35.0000
2018,8,30,18,29,26,35.0000
2018,8,30,18,30,58,35.0000
2018,8,30,18,32,31,35.0000
2018,8,30,18,34,4,35.0000
2018,8,30,18,35,36,35.0000
2018,8,30,18,37,9,35.0000
2018,8,30,18,38,42,35.0000
2018,8,30,18,40,14,35.0000
2018,8,30,18,41,47,35.0000
2018,8,30,18,43,19,35.0000
2018,8,30,18,44,52,35.0000
2018,8,30,18,46,25,35.0000
2018,8,30,18,47,57,35.0000
2018,8,30,18,49,30,35.0000
2018,8,30,18,51,3,35.0000
2018,8,30,18,52,35,35.0000
2018,8,30,18,54,8,35.0000
2018,8,30,18,56,1,35.0000
2018,8,30,18,57,34,35.0000
2018,8,30,18,59,7,35.0000
2018,8,30,19,0,39,35.0000
2018,8,30,19,2,13,35.0000
2018,8,30,19,3,46,35.0000
2018,8,30,19,5,18,35.0000
2018,8,30,19,6,51,35.0000
2018,8,30,19,8,24,35.0000
2018,8,30,19,9,56,35.0000
2018,8,30,19,11,29,35.0000
2018,8,30,19,13,2,35.0000
2018,8,30,19,14,34,35.0000
2018,8,30,19,16,7,35.0000
2018,8,30,19,17,40,35.0000
2018,8,30,19,19,14,35.0000
2018,8,30,19,23,44,35.0000
2018,8,30,19,28,15,35.0000
2018,8,30,19,32,45,35.0000
2018,8,30,19,37,15,35.0000
2018,8,30,19,41,49,35.0000
2018,8,30,19,46,23,35.0000
2018,8,30,19,50,53,35.0000
2018,8,30,19,55,24,35.0000
2018,8,30,20,0,15,35.0000
2018,8,30,20,4,46,35.0000
2018,8,30,20,9,16,35.0000
2018,8,30,20,10,47,35.0000
2018,8,30,20,12,17,35.0000
2018,8,30,20,13,47,35.0000
2018,8,30,20,15,17,35.0000
2018,8,30,20,20,13,35.0000
2018,8,30,20,21,46,35.0000
2018,8,30,20,23,19,35.0000
2018,8,30,20,24,51,35.0000
2018,8,30,20,26,24,35.0000
2018,8,30,20,27,56,35.0000
2018,8,30,20,29,29,35.0000
2018,8,30,20,31,2,35.0000
2018,8,30,20,32,34,35.0000
2018,8,30,20,34,7,35.0000
2018,8,30,20,35,39,35.0000
2018,8,30,20,37,12,35.0000
2018,8,30,20,38,45,35.0000
2018,8,30,20,40,17,35.0000
2018,8,30,20,41,50,35.0000
2018,8,30,20,43,22,35.0000
2018,8,30,20,44,55,35.0000
2018,8,30,20,46,28,35.0000
2018,8,30,20,48,0,35.0000
2018,8,30,20,49,34,35.0000
2018,8,30,20,51,7,35.0000
2018,8,30,20,52,39,35.0000
2018,8,30,20,54,12,35.0000
2018,8,30,20,56,5,35.0000
2018,8,30,20,57,38,35.0000
2018,8,30,20,59,11,35.0000
2018,8,30,21,0,43,35.0000
2018,8,30,21,2,16,35.0000
2018,8,30,21,3,48,35.0000
2018,8,30,21,5,21,35.0000
2018,8,30,21,6,54,35.0000
2018,8,30,21,8,26,35.0000
2018,8,30,21,9,59,35.0000
2018,8,30,21,11,31,35.0000
2018,8,30,21,13,4,35.0000
2018,8,30,21,14,37,35.0000
2018,8,30,21,16,9,35.0000
2018,8,30,21,17,42,35.0000
2018,8,30,21,19,14,35.0000
2018,8,30,21,20,47,35.0000
2018,8,30,21,22,20,35.0000
2018,8,30,21,23,52,35.0000
2018,8,30,21,25,25,35.0000
2018,8,30,21,26,57,35.0000
2018,8,30,21,28,30,35.0000
2018,8,30,21,30,2,35.0000
2018,8,30,21,31,35,35.0000
2018,8,30,21,33,8,35.0000
2018,8,30,21,34,40,35.0000
2018,8,30,21,36,13,35.0000
2018,8,30,21,37,45,35.0000
2018,8,30,21,39,18,35.0000
2018,8,30,21,40,51,35.0000
2018,8,30,21,42,24,35.0000
2018,8,30,21,43,56,35.0000
2018,8,30,21,45,28,35.0000
2018,8,30,21,47,1,35.0000
2018,8,30,21,48,35,35.0000
2018,8,30,21,50,8,35.0000
2018,8,30,21,51,40,35.0000
2018,8,30,21,53,13,35.0000
2018,8,30,21,54,45,35.0000
2018,8,30,21,56,39,35.0000
2018,8,30,21,58,11,35.0000
2018,8,30,21,59,44,35.0000
2018,8,30,22,1,17,35.0000
2018,8,30,22,2,49,35.0000
2018,8,30,22,4,22,35.0000
2018,8,30,22,5,54,35.0000
2018,8,30,22,7,27,35.0000
2018,8,30,22,8,59,35.0000
2018,8,30,22,10,32,35.0000
2018,8,30,22,12,5,35.0000
2018,8,30,22,13,37,35.0000
2018,8,30,22,15,10,35.0000
2018,8,30,22,16,42,35.0000
2018,8,30,22,18,15,35.0000
2018,8,30,22,19,48,35.0000
2018,8,30,22,21,20,35.0000
2018,8,30,22,22,53,35.0000
2018,8,30,22,27,23,35.0000
2018,8,30,22,31,54,35.0000
2018,8,30,22,36,24,35.0000
2018,8,30,22,40,54,35.0000
2018,8,30,22,45,24,35.0000
2018,8,30,22,46,55,35.0000
2018,8,30,22,48,25,35.0000
2018,8,30,22,49,55,35.0000
2018,8,30,22,51,25,35.0000
2018,8,30,22,56,21,35.0000
2018,8,30,22,58,15,35.0000
2018,8,30,22,59,48,35.0000
2018,8,30,23,1,20,35.0000
2018,8,30,23,2,53,35.0000
2018,8,30,23,4,25,35.0000
2018,8,30,23,5,58,35.0000
2018,8,30,23,7,30,35.0000
2018,8,30,23,9,3,35.0000
2018,8,30,23,10,36,35.0000
2018,8,30,23,12,8,35.0000
2018,8,30,23,13,41,35.0000
2018,8,30,23,15,14,35.0000
2018,8,30,23,16,46,35.0000
2018,8,30,23,18,19,35.0000
2018,8,30,23,19,51,35.0000
2018,8,30,23,21,24,35.0000
2018,8,30,23,22,56,35.0000
2018,8,30,23,24,29,35.0000
2018,8,30,23,26,2,35.0000
2018,8,30,23,27,36,35.0000
2018,8,30,23,29,8,35.0000
2018,8,30,23,30,41,35.0000
2018,8,30,23,32,13,35.0000
2018,8,30,23,33,46,35.0000
2018,8,30,23,35,18,35.0000
2018,8,30,23,36,51,35.0000
2018,8,30,23,38,24,35.0000
2018,8,30,23,39,56,35.0000
2018,8,30,23,41,29,35.0000
2018,8,30,23,43,1,35.0000
2018,8,30,23,44,34,35.0000
2018,8,30,23,46,7,35.0000
2018,8,30,23,47,39,35.0000
2018,8,30,23,49,12,35.0000
2018,8,30,23,50,45,35.0000
2018,8,30,23,52,17,35.0000
2018,8,30,23,53,49,35.0000
2018,8,30,23,55,22,35.0000
2018,8,30,23,57,16,35.0000
2018,8,30,23,58,48,35.0000
2018,8,31,0,0,21,35.0000
2018,8,31,0,1,53,35.0000
2018,8,31,0,3,26,35.0000
2018,8,31,0,4,58,35.0000
2018,8,31,0,6,31,35.0000
2018,8,31,0,8,4,35.0000
2018,8,31,0,9,36,35.0000
2018,8,31,0,11,9,35.0000
2018,8,31,0,12,42,35.0000
2018,8,31,0,14,14,35.0000
2018,8,31,0,15,47,35.0000
2018,8,31,0,17,19,35.0000
2018,8,31,0,18,52,35.0000
2018,8,31,0,20,26,35.0000
2018,8,31,0,21,59,35.0000
2018,8,31,0,23,31,35.0000
2018,8,31,0,25,4,35.0000
2018,8,31,0,26,36,35.0000
2018,8,31,0,28,9,35.0000
2018,8,31,0,29,42,35.0000
2018,8,31,0,31,14,35.0000
2018,8,31,0,32,47,35.0000
2018,8,31,0,34,19,35.0000
2018,8,31,0,35,52,35.0000
2018,8,31,0,37,24,35.0000
2018,8,31,0,38,57,35.0000
2018,8,31,0,40,30,35.0000
2018,8,31,0,42,2,35.0000
2018,8,31,0,43,36,35.0000
2018,8,31,0,45,9,35.0000
2018,8,31,0,46,41,35.0000
2018,8,31,0,48,14,35.0000
2018,8,31,0,49,47,35.0000
2018,8,31,0,51,19,35.0000
2018,8,31,0,52,52,35.0000
2018,8,31,0,54,24,35.0000
2018,8,31,0,55,57,35.0000
2018,8,31,0,57,51,35.0000
2018,8,31,0,59,23,35.0000
2018,8,31,1,3,53,35.0000
2018,8,31,1,8,24,35.0000
2018,8,31,1,12,54,35.0000
2018,8,31,1,17,24,35.0000
2018,8,31,1,21,55,35.0000
2018,8,31,1,23,26,35.0000
2018,8,31,1,24,56,35.0000
2018,8,31,1,26,26,35.0000
2018,8,31,1,27,56,35.0000
2018,8,31,1,32,52,35.0000
2018,8,31,1,34,24,35.0000
2018,8,31,1,35,57,35.0000
2018,8,31,1,37,30,35.0000
2018,8,31,1,39,2,35.0000
2018,8,31,1,40,35,35.0000
2018,8,31,1,42,7,35.0000
2018,8,31,1,43,40,35.0000
2018,8,31,1,45,12,35.0000
2018,8,31,1,46,45,35.0000
2018,8,31,1,48,18,35.0000
2018,8,31,1,49,50,35.0000
2018,8,31,1,51,23,35.0000
2018,8,31,1,52,55,35.0000
2018,8,31,1,54,28,35.0000
2018,8,31,1,56,0,35.0000
2018,8,31,1,57,54,35.0000
2018,8,31,1,59,27,35.0000
2018,8,31,2,0,59,35.0000
2018,8,31,2,2,32,35.0000
2018,8,31,2,4,4,35.0000
2018,8,31,2,5,37,35.0000
2018,8,31,2,7,10,35.0000
2018,8,31,2,8,42,35.0000
2018,8,31,2,10,15,35.0000
2018,8,31,2,11,47,35.0000
2018,8,31,2,13,21,35.0000
2018,8,31,2,14,54,35.0000
2018,8,31,2,16,26,35.0000
2018,8,31,2,17,59,35.0000
2018,8,31,2,19,32,35.0000
2018,8,31,2,21,4,35.0000
2018,8,31,2,22,37,35.0000
2018,8,31,2,24,9,35.0000
2018,8,31,2,25,42,35.0000
2018,8,31,2,27,15,35.0000
2018,8,31,2,28,47,35.0000
2018,8,31,2,30,20,35.0000
2018,8,31,2,31,52,35.0000
2018,8,31,2,33,25,35.0000
2018,8,31,2,34,57,35.0000
2018,8,31,2,36,30,35.0000
2018,8,31,2,38,3,35.0000
2018,8,31,2,39,35,35.0000
2018,8,31,2,41,8,35.0000
2018,8,31,2,42,42,35.0000
2018,8,31,2,44,14,35.0000
2018,8,31,2,45,47,35.0000
2018,8,31,2,47,19,35.0000
2018,8,31,2,48,52,35.0000
2018,8,31,2,50,25,35.0000
2018,8,31,2,51,57,35.0000
2018,8,31,2,53,30,35.0000
2018,8,31,2,55,2,35.0000
2018,8,31,2,56,35,35.0000
2018,8,31,2,58,29,35.0000
2018,8,31,3,0,1,35.0000
2018,8,31,3,1,34,35.0000
2018,8,31,3,3,8,35.0000
2018,8,31,3,4,40,35.0000
2018,8,31,3,6,13,35.0000
2018,8,31,3,7,45,35.0000
2018,8,31,3,9,18,35.0000
2018,8,31,3,10,51,35.0000
2018,8,31,3,12,23,35.0000
2018,8,31,3,13,56,35.0000
2018,8,31,3,15,28,35.0000
2018,8,31,3,17,1,35.0000
2018,8,31,3,18,33,35.0000
2018,8,31,3,20,7,35.0000
2018,8,31,3,21,39,35.0000
2018,8,31,3,23,11,35.0000
2018,8,31,3,24,44,35.0000
2018,8,31,3,26,18,35.0000
2018,8,31,3,27,50,35.0000
2018,8,31,3,29,23,35.0000
2018,8,31,3,30,55,35.0000
2018,8,31,3,32,28,35.0000
2018,8,31,3,34,1,35.0000
2018,8,31,3,35,33,35.0000
2018,8,31,3,40,4,35.0000
2018,8,31,3,44,34,35.0000
2018,8,31,3,49,5,35.0000
2018,8,31,3,53,35,35.0000
2018,8,31,3,58,8,35.0000
2018,8,31,4,3,4,35.0000
2018,8,31,4,7,33,35.0000
2018,8,31,4,12,4,35.0000
2018,8,31,4,16,34,35.0000
2018,8,31,4,21,4,35.0000
2018,8,31,4,25,35,35.0000
2018,8,31,4,27,5,35.0000
2018,8,31,4,28,35,35.0000
2018,8,31,4,30,5,35.0000
2018,8,31,4,31,35,35.0000
2018,8,31,4,36,32,35.0000
2018,8,31,4,38,4,35.0000
2018,8,31,4,39,38,35.0000
2018,8,31,4,41,11,35.0000
2018,8,31,4,42,43,35.0000
2018,8,31,4,44,16,35.0000
2018,8,31,4,45,49,35.0000
2018,8,31,4,47,21,35.0000
2018,8,31,4,48,54,35.0000
2018,8,31,4,50,26,35.0000
2018,8,31,4,51,59,35.0000
2018,8,31,4,53,31,35.0000
2018,8,31,4,55,4,35.0000
2018,8,31,4,56,37,35.0000
2018,8,31,4,58,30,35.0000
2018,8,31,5,0,3,35.0000
2018,8,31,5,1,35,35.0000
2018,8,31,5,3,8,35.0000
2018,8,31,5,4,40,35.0000
2018,8,31,5,6,13,35.0000
2018,8,31,5,7,46,35.0000
2018,8,31,5,9,18,35.0000
2018,8,31,5,10,51,35.0000
2018,8,31,5,12,23,35.0000
2018,8,31,5,13,56,35.0000
2018,8,31,5,15,28,35.0000
2018,8,31,5,17,1,35.0000
2018,8,31,5,18,34,35.0000
2018,8,31,5,20,6,35.0000
2018,8,31,5,21,39,35.0000
2018,8,31,5,23,11,35.0000
2018,8,31,5,24,44,35.0000
2018,8,31,5,26,17,35.0000
2018,8,31,5,27,49,35.0000
2018,8,31,5,29,22,35.0000
2018,8,31,5,30,54,35.0000
2018,8,31,5,32,27,35.0000
2018,8,31,5,34,0,35.0000
2018,8,31,5,35,32,35.0000
2018,8,31,5,37,5,35.0000
2018,8,31,5,38,39,35.0000
2018,8,31,5,40,11,35.0000
2018,8,31,5,41,44,35.0000
2018,8,31,5,43,17,35.0000
2018,8,31,5,44,49,35.0000
2018,8,31,5,46,22,35.0000
2018,8,31,5,47,54,35.0000
2018,8,31,5,49,27,35.0000
2018,8,31,5,50,59,35.0000
2018,8,31,5,52,32,35.0000
2018,8,31,5,54,5,35.0000
2018,8,31,5,55,37,35.0000
2018,8,31,5,57,10,35.0000
2018,8,31,5,59,3,35.0000
2018,8,31,6,0,36,35.0000
2018,8,31,6,2,8,35.0000
2018,8,31,6,3,41,35.0000
2018,8,31,6,5,14,35.0000
2018,8,31,6,6,46,35.0000
2018,8,31,6,8,19,35.0000
2018,8,31,6,9,51,35.0000
2018,8,31,6,11,24,35.0000
2018,8,31,6,12,57,35.0000
2018,8,31,6,14,29,35.0000
2018,8,31,6,16,2,35.0000
2018,8,31,6,17,34,35.0000
2018,8,31,6,19,7,35.0000
2018,8,31,6,20,39,35.0000
2018,8,31,6,22,12,35.0000
2018,8,31,6,23,45,35.0000
2018,8,31,6,25,17,35.0000
2018,8,31,6,26,50,35.0000
2018,8,31,6,28,22,35.0000
2018,8,31,6,29,55,35.0000
2018,8,31,6,31,28,35.0000
2018,8,31,6,33,0,35.0000
2018,8,31,6,34,33,35.0000
2018,8,31,6,36,5,35.0000
2018,8,31,6,37,38,35.0000
2018,8,31,6,39,10,35.0000
2018,8,31,6,43,41,35.0000
2018,8,31,6,48,11,35.0000
2018,8,31,6,52,41,35.0000
2018,8,31,6,57,12,35.0000
2018,8,31,7,2,3,35.0000
2018,8,31,7,3,33,35.0000
2018,8,31,7,5,4,35.0000
2018,8,31,7,6,34,35.0000
2018,8,31,7,8,4,35.0000
2018,8,31,7,13,0,35.0000
2018,8,31,7,14,33,35.0000
2018,8,31,7,16,5,35.0000
2018,8,31,7,17,38,35.0000
2018,8,31,7,19,11,35.0000
2018,8,31,7,20,43,35.0000
2018,8,31,7,22,16,35.0000
2018,8,31,7,23,50,35.0000
2018,8,31,7,25,22,35.0000
2018,8,31,7,26,55,35.0000
2018,8,31,7,28,28,35.0000
2018,8,31,7,30,0,35.0000
2018,8,31,7,31,33,35.0000
2018,8,31,7,33,5,35.0000
2018,8,31,7,34,38,35.0000
2018,8,31,7,36,11,35.0000
2018,8,31,7,37,43,35.0000
2018,8,31,7,39,16,35.0000
2018,8,31,7,40,48,35.0000
2018,8,31,7,42,21,35.0000
2018,8,31,7,43,53,35.0000
2018,8,31,7,45,26,35.0000
2018,8,31,7,47,0,35.0000
2018,8,31,7,48,33,35.0000
2018,8,31,7,50,5,35.0000
2018,8,31,7,51,38,35.0000
2018,8,31,7,53,10,35.0000
2018,8,31,7,54,43,35.0000
2018,8,31,7,56,16,35.0000
2018,8,31,7,57,48,35.0000
2018,8,31,7,59,42,35.0000
2018,8,31,8,1,14,35.0000
2018,8,31,8,2,47,35.0000
2018,8,31,8,4,20,35.0000
2018,8,31,8,5,52,35.0000
2018,8,31,8,7,25,35.0000
2018,8,31,8,8,57,35.0000
2018,8,31,8,10,30,35.0000
2018,8,31,8,12,3,35.0000
2018,8,31,8,13,35,35.0000
2018,8,31,8,15,8,35.0000
2018,8,31,8,16,40,35.0000
2018,8,31,8,18,13,35.0000
2018,8,31,8,19,45,35.0000
2018,8,31,8,21,18,35.0000
2018,8,31,8,22,51,35.0000
2018,8,31,8,24,23,35.0000
2018,8,31,8,25,56,35.0000
2018,8,31,8,27,28,35.0000
2018,8,31,8,29,1,35.0000
2018,8,31,8,30,34,35.0000
2018,8,31,8,32,6,35.0000
2018,8,31,8,33,39,35.0000
2018,8,31,8,35,11,35.0000
2018,8,31,8,36,44,35.0000
2018,8,31,8,38,17,35.0000
2018,8,31,8,39,49,35.0000
2018,8,31,8,41,22,35.0000
2018,8,31,8,42,54,35.0000
2018,8,31,8,44,27,35.0000
2018,8,31,8,46,0,35.0000
2018,8,31,8,47,32,35.0000
2018,8,31,8,49,5,35.0000
2018,8,31,8,50,37,35.0000
2018,8,31,8,52,10,35.0000
2018,8,31,8,53,43,35.0000
2018,8,31,8,55,15,35.0000
2018,8,31,8,56,48,35.0000
2018,8,31,8,58,21,35.0000
2018,8,31,9,0,14,35.0000
2018,8,31,9,1,47,35.0000
2018,8,31,9,3,20,35.0000
2018,8,31,9,4,52,35.0000
2018,8,31,9,6,24,35.0000
2018,8,31,9,7,57,35.0000
2018,8,31,9,9,30,35.0000
2018,8,31,9,11,2,35.0000
2018,8,31,9,12,35,35.0000
2018,8,31,9,14,8,35.0000
2018,8,31,9,15,40,35.0000
2018,8,31,9,20,11,35.0000
2018,8,31,9,24,41,35.0000
2018,8,31,9,29,11,35.0000
2018,8,31,9,33,42,35.0000
2018,8,31,9,38,12,35.0000
2018,8,31,9,39,43,35.0000
2018,8,31,9,41,13,35.0000
2018,8,31,9,42,43,35.0000
2018,8,31,9,44,14,35.0000
2018,8,31,9,49,10,35.0000
2018,8,31,9,50,43,35.0000
2018,8,31,9,52,15,35.0000
2018,8,31,9,53,48,35.0000
2018,8,31,9,55,20,35.0000
2018,8,31,9,56,53,35.0000
2018,8,31,9,58,26,35.0000
2018,8,31,10,0,19,35.0000
2018,8,31,10,1,52,35.0000
2018,8,31,10,3,24,35.0000
2018,8,31,10,4,57,35.0000
2018,8,31,10,6,30,35.0000
2018,8,31,10,8,2,35.0000
2018,8,31,10,9,35,35.0000
2018,8,31,10,11,7,35.0000
2018,8,31,10,12,41,35.0000
2018,8,31,10,14,14,35.0000
2018,8,31,10,15,47,35.0000
2018,8,31,10,17,19,35.0000
2018,8,31,10,18,52,35.0000
2018,8,31,10,20,24,35.0000
2018,8,31,10,21,57,35.0000
2018,8,31,10,23,30,35.0000
2018,8,31,10,25,2,35.0000
2018,8,31,10,26,35,35.0000
2018,8,31,10,28,8,35.0000
2018,8,31,10,29,41,35.0000
2018,8,31,10,31,14,35.0000
2018,8,31,10,32,47,35.0000
2018,8,31,10,34,19,35.0000
2018,8,31,10,35,52,35.0000
2018,8,31,10,37,24,35.0000
2018,8,31,10,38,57,35.0000
2018,8,31,10,40,30,35.0000
2018,8,31,10,42,2,35.0000
2018,8,31,10,43,35,35.0000
2018,8,31,10,45,7,35.0000
2018,8,31,10,46,40,35.0000
2018,8,31,10,48,12,35.0000
2018,8,31,10,49,45,35.0000
2018,8,31,10,51,18,35.0000
2018,8,31,10,52,52,35.0000
2018,8,31,10,54,24,35.0000
2018,8,31,10,55,57,35.0000
2018,8,31,10,57,29,35.0000
2018,8,31,10,59,2,35.0000
2018,8,31,11,0,56,35.0000
2018,8,31,11,2,28,35.0000
2018,8,31,11,4,1,35.0000
2018,8,31,11,5,33,35.0000
2018,8,31,11,7,6,35.0000
2018,8,31,11,8,39,35.0000
2018,8,31,11,10,11,35.0000
2018,8,31,11,11,44,35.0000
2018,8,31,11,13,16,35.0000
2018,8,31,11,14,49,35.0000
2018,8,31,11,16,22,35.0000
2018,8,31,11,17,54,35.0000
2018,8,31,11,19,27,35.0000
2018,8,31,11,20,59,35.0000
2018,8,31,11,22,32,35.0000
2018,8,31,11,24,5,35.0000
2018,8,31,11,25,37,35.0000
2018,8,31,11,27,10,35.0000
2018,8,31,11,28,42,35.0000
2018,8,31,11,30,15,35.0000
2018,8,31,11,31,48,35.0000
2018,8,31,11,33,20,35.0000
2018,8,31,11,34,53,35.0000
2018,8,31,11,36,25,35.0000
2018,8,31,11,37,58,35.0000
2018,8,31,11,39,32,35.0000
2018,8,31,11,41,5,35.0000
2018,8,31,11,42,37,35.0000
2018,8,31,11,44,10,35.0000
2018,8,31,11,45,42,35.0000
2018,8,31,11,47,15,35.0000
2018,8,31,11,48,48,35.0000
2018,8,31,11,50,20,35.0000
2018,8,31,11,51,53,35.0000
2018,8,31,11,56,23,35.0000
2018,8,31,12,0,54,35.0000
2018,8,31,12,5,45,35.0000
2018,8,31,12,10,16,35.0000
2018,8,31,12,14,50,35.0000
2018,8,31,12,19,24,35.0000
2018,8,31,12,23,55,35.0000
2018,8,31,12,28,26,35.0000
2018,8,31,12,32,56,35.0000
2018,8,31,12,37,26,35.0000
2018,8,31,12,41,57,35.0000
2018,8,31,12,43,27,35.0000
2018,8,31,12,44,57,35.0000
2018,8,31,12,46,28,35.0000
2018,8,31,12,47,58,35.0000
2018,8,31,12,52,54,35.0000
2018,8,31,12,54,27,35.0000
2018,8,31,12,55,59,35.0000
2018,8,31,12,57,32,35.0000
2018,8,31,12,59,5,35.0000
2018,8,31,13,0,58,35.0000
2018,8,31,13,2,31,35.0000
2018,8,31,13,4,3,35.0000
2018,8,31,13,5,36,35.0000
2018,8,31,13,7,9,35.0000
2018,8,31,13,8,43,35.0000
2018,8,31,13,10,15,35.0000
2018,8,31,13,11,48,35.0000
2018,8,31,13,13,20,35.0000
2018,8,31,13,14,53,35.0000
2018,8,31,13,16,26,35.0000
2018,8,31,13,17,58,35.0000
2018,8,31,13,19,31,35.0000
2018,8,31,13,21,4,35.0000
2018,8,31,13,22,36,35.0000
2018,8,31,13,24,9,35.0000
2018,8,31,13,25,41,35.0000
2018,8,31,13,27,14,35.0000
2018,8,31,13,28,47,35.0000
2018,8,31,13,30,19,35.0000
2018,8,31,13,31,52,35.0000
2018,8,31,13,33,24,35.0000
2018,8,31,13,34,57,35.0000
2018,8,31,13,36,30,35.0000
2018,8,31,13,38,2,35.0000
2018,8,31,13,39,35,35.0000
2018,8,31,13,41,8,35.0000
2018,8,31,13,42,40,35.0000
2018,8,31,13,44,13,35.0000
2018,8,31,13,45,45,35.0000
2018,8,31,13,47,18,35.0000
2018,8,31,13,48,51,35.0000
2018,8,31,13,50,23,35.0000
2018,8,31,13,51,56,35.0000
2018,8,31,13,53,28,35.0000
2018,8,31,13,55,1,35.0000
2018,8,31,13,56,34,35.0000
2018,8,31,13,58,6,35.0000
2018,8,31,13,59,39,35.0000
2018,8,31,14,1,32,35.0000
2018,8,31,14,3,5,35.0000
2018,8,31,14,4,38,35.0000
2018,8,31,14,6,10,35.0000
2018,8,31,14,7,43,35.0000
2018,8,31,14,9,15,35.0000
2018,8,31,14,10,48,35.0000
2018,8,31,14,12,21,35.0000
2018,8,31,14,13,53,35.0000
2018,8,31,14,15,26,35.0000
2018,8,31,14,16,58,35.0000
2018,8,31,14,18,31,35.0000
2018,8,31,14,20,4,35.0000
2018,8,31,14,21,36,35.0000
2018,8,31,14,23,9,35.0000
2018,8,31,14,24,42,35.0000
2018,8,31,14,26,14,35.0000
2018,8,31,14,27,47,35.0000
2018,8,31,14,29,19,35.0000
2018,8,31,14,30,52,35.0000
2018,8,31,14,32,24,35.0000
2018,8,31,14,33,57,35.0000
2018,8,31,14,35,30,35.0000
2018,8,31,14,37,4,35.0000
2018,8,31,14,38,36,35.0000
2018,8,31,14,40,9,35.0000
2018,8,31,14,41,42,35.0000
2018,8,31,14,43,14,35.0000
2018,8,31,14,44,47,35.0000
2018,8,31,14,46,19,35.0000
2018,8,31,14,47,52,35.0000
2018,8,31,14,49,24,35.0000
2018,8,31,14,50,57,35.0000
2018,8,31,14,52,30,35.0000
2018,8,31,14,54,3,35.0000
2018,8,31,14,55,35,35.0000
2018,8,31,15,0,5,35.0000
2018,8,31,15,4,56,35.0000
2018,8,31,15,9,27,35.0000
2018,8,31,15,13,57,35.0000
2018,8,31,15,18,28,35.0000
2018,8,31,15,19,58,35.0000
2018,8,31,15,21,28,35.0000
2018,8,31,15,22,58,35.0000
2018,8,31,15,24,29,35.0000
2018,8,31,15,29,25,35.0000
2018,8,31,15,30,57,35.0000
2018,8,31,15,32,30,35.0000
2018,8,31,15,34,4,35.0000
2018,8,31,15,35,37,35.0000
2018,8,31,15,37,9,35.0000
2018,8,31,15,38,42,35.0000
2018,8,31,15,40,14,35.0000
2018,8,31,15,41,47,35.0000
2018,8,31,15,43,20,35.0000
2018,8,31,15,44,52,35.0000
2018,8,31,15,46,25,35.0000
2018,8,31,15,47,57,35.0000
2018,8,31,15,49,30,35.0000
2018,8,31,15,51,3,35.0000
2018,8,31,15,52,35,35.0000
2018,8,31,15,54,8,35.0000
2018,8,31,15,55,40,35.0000
2018,8,31,15,57,14,35.0000
2018,8,31,15,58,47,35.0000
