Type	error	PC Date	PC Time	GPS date	gps time	latitude	longitude	equ temp	std val	CO2 mv	CO2 um/m	H2O mv	H2O mm/m	licor temp	licor press	 atm press	equ press	H2O flow	licor flow	equ pump	vent flow	atm cond	equ cond	drip 1	Aux. H2Oflow	cond temp	dry box temp	deck box temp	Fluke Temp2	Oxygen	Saturation	Optode Temp	WB Pressure	O2_Cal_status
EQU	0	30/08/18	02:41:20	//	02:41:20	57.7659	7.6359	17.03	NaN	2028.10	347.85	202.33	1.35	33.39	1014.40	1010.98	-0.46	2.89	85.11	124.00	-54.43	9.89	9.89	9.89	3.84	4.81	27.37	32.57	16.891	296.727	98.437	17.061	1014.65	1
EQU	0	30/08/18	02:42:52	//	02:42:53	57.7663	7.6229	17.02	NaN	2027.80	347.78	202.37	1.35	33.39	1014.40	1010.82	-0.44	2.89	85.06	124.00	-54.71	9.89	9.89	9.89	3.94	4.94	27.37	32.47	16.878	297.052	98.524	17.051	1014.68	1
EQU	0	30/08/18	02:44:25	//	02:44:25	57.7667	7.6101	17.01	NaN	2027.80	347.75	202.58	1.35	33.38	1014.50	1010.80	-0.46	2.88	84.63	124.00	-55.00	9.89	9.89	9.89	3.94	4.81	27.37	32.47	16.864	297.370	98.612	17.042	1014.65	1
EQU	0	30/08/18	02:45:57	//	02:45:58	57.7670	7.5971	17.01	NaN	2028.40	347.88	202.75	1.35	33.37	1014.50	1010.84	-0.40	2.87	85.38	124.00	-54.88	9.89	9.89	9.89	3.27	4.75	27.31	32.47	16.862	297.162	98.526	17.034	1014.54	1
STD1-DRAIN	0	30/08/18	02:50:28	//	02:50:29	57.7681	7.5595	17.01	0.00	6.20	-0.13	-18.17	-0.11	33.36	1014.50	1010.86	-0.43	2.87	86.51	124.00	-55.61	9.89	9.89	9.89	4.00	4.94	27.31	32.36	16.865	297.224	98.556	17.039	1014.64	1
STD2	0	30/08/18	02:55:19	//	02:55:19	57.7694	7.5194	16.91	189.97	1238.10	189.32	-26.08	-0.16	33.33	1014.50	1010.95	-0.47	2.88	75.10	124.00	-55.32	9.89	9.89	9.89	3.72	4.94	27.25	32.26	16.718	297.648	98.451	16.920	1014.66	1
STD3	0	30/08/18	02:59:49	//	02:59:50	57.7705	7.4820	16.91	395.35	2228.40	393.73	-29.71	-0.18	33.32	1014.50	1010.78	-0.43	2.88	79.42	124.00	-55.55	9.89	9.89	9.89	3.88	4.87	27.25	32.26	16.821	297.555	98.505	16.961	1014.68	1
STD4	0	30/08/18	03:04:20	//	03:04:21	57.7714	7.4449	16.98	519.92	2718.80	519.54	-30.79	-0.19	33.29	1014.40	1010.65	-0.44	2.89	71.88	124.00	-55.51	9.89	9.89	9.89	4.02	5.00	27.19	32.15	16.837	297.223	98.493	17.008	1014.66	1
STD1z	0	30/08/18	03:08:54	//	03:08:55	57.7724	7.4074	16.98	0.00	7.12	0.00	-32.21	-0.20	33.26	1014.50	1010.78	-0.45	2.91	88.84	124.00	-55.17	9.89	9.89	9.89	3.84	4.81	27.12	32.15	16.862	296.761	98.363	17.020	1014.75	1
STD4s	0	30/08/18	03:13:28	//	03:13:29	57.7733	7.3698	16.97	0.00	2719.80	519.46	-31.37	-0.20	33.22	1014.60	1011.04	-0.49	2.90	75.49	124.00	-55.44	9.89	9.89	9.89	4.07	4.81	27.06	32.05	16.820	296.975	98.378	16.993	1014.79	1
STD1	0	30/08/18	03:17:59	//	03:18:00	57.7742	7.3325	16.96	0.00	7.20	0.01	-32.96	-0.21	33.17	1014.60	1010.86	-0.51	2.91	83.21	124.00	-55.44	9.89	9.89	9.89	3.76	4.94	27.06	32.05	16.840	296.979	98.385	16.995	1014.79	1
STD2	0	30/08/18	03:22:30	//	03:22:30	57.7754	7.2954	16.99	189.97	1240.60	189.71	-32.33	-0.20	33.12	1014.60	1010.88	-0.52	2.90	74.75	124.00	-55.50	9.89	9.89	9.89	4.17	4.87	27.00	32.05	16.870	296.489	98.282	17.024	1014.86	1
STD3	0	30/08/18	03:27:00	//	03:27:01	57.7768	7.2580	17.01	395.35	2229.70	394.08	-32.62	-0.20	33.09	1014.50	1010.70	-0.44	2.93	80.09	124.00	-55.29	9.89	9.89	9.89	3.96	4.87	26.94	32.05	16.874	296.115	98.182	17.036	1014.72	1
STD4	0	30/08/18	03:31:30	//	03:31:31	57.7781	7.2209	17.01	519.92	2721.20	519.94	-32.67	-0.20	33.06	1014.80	1010.89	-0.57	2.89	74.51	124.00	-55.01	9.89	9.89	9.89	4.49	4.81	27.00	32.05	16.890	296.421	98.304	17.046	1014.91	1
ATM	0	30/08/18	03:36:01	//	03:36:02	57.7795	7.1834	17.00	NaN	2250.00	399.22	202.83	1.35	33.03	1014.70	1010.90	-0.62	2.90	98.89	124.00	-55.42	9.89	9.89	9.89	3.82	4.69	26.94	31.94	16.894	296.905	98.452	17.040	1014.89	1
ATM	0	30/08/18	03:37:32	//	03:37:32	57.7800	7.1709	17.01	NaN	2249.10	398.93	204.79	1.36	33.02	1014.80	1011.17	-0.55	2.91	101.38	124.00	-55.45	9.89	9.89	9.89	3.47	4.75	26.94	32.05	16.854	296.795	98.393	17.028	1015.03	1
ATM	0	30/08/18	03:39:02	//	03:39:02	57.7806	7.1586	16.98	NaN	2248.80	398.89	204.95	1.36	33.02	1014.80	1011.24	-0.50	2.92	103.31	124.00	-55.47	9.89	9.89	9.89	3.82	4.69	27.00	31.94	16.831	296.512	98.241	17.000	0.00	1
ATM	0	30/08/18	03:40:32	//	03:40:32	57.7810	7.1461	16.96	NaN	2248.10	398.74	205.12	1.36	33.00	1014.70	1010.93	-0.55	2.90	102.40	124.00	-55.48	9.89	9.89	9.89	3.88	4.69	27.00	31.94	16.816	296.530	98.212	16.983	1014.97	1
ATM	0	30/08/18	03:42:02	//	03:42:03	57.7815	7.1336	16.94	NaN	2247.80	398.55	205.87	1.37	33.00	1015.00	1011.23	-0.47	2.90	101.38	124.00	-55.51	9.89	9.89	9.89	3.90	4.75	27.00	31.94	16.794	296.533	98.173	16.964	1015.05	1
EQU	0	30/08/18	03:46:58	//	03:46:59	57.7831	7.0929	16.91	NaN	2051.40	352.73	208.41	1.39	32.98	1014.90	1011.04	-0.57	2.91	86.08	124.00	-55.56	9.89	9.89	9.89	3.88	4.94	26.94	31.94	16.776	296.006	97.948	16.939	1015.11	1
EQU	0	30/08/18	03:48:31	//	03:48:32	57.7837	7.0800	16.90	NaN	2058.00	354.23	208.45	1.39	32.98	1014.90	1011.21	-0.54	2.91	84.37	124.00	-46.96	9.89	9.89	9.89	4.02	5.00	26.94	31.94	16.776	295.683	97.825	16.931	1015.15	1
EQU-DRAIN	0	30/08/18	03:50:05	//	03:50:06	57.7843	7.0672	16.91	NaN	2063.80	355.51	207.62	1.38	32.97	1014.90	1010.99	-0.54	2.90	85.06	124.00	-46.88	9.89	9.89	9.89	3.72	4.94	26.94	31.94	16.791	295.901	97.928	16.946	1015.11	1
EQU	0	30/08/18	03:51:59	//	03:51:59	57.7849	7.0517	16.92	NaN	2067.80	356.38	207.75	1.38	32.96	1015.00	1011.28	-0.51	2.89	83.84	124.00	-46.84	9.89	9.89	9.89	3.65	4.75	26.94	31.94	16.797	296.070	98.001	16.955	1015.25	1
EQU	0	30/08/18	03:53:31	//	03:53:32	57.7855	7.0390	16.92	NaN	2068.90	356.66	206.62	1.37	32.96	1014.90	1011.03	-0.53	2.90	85.17	124.00	-55.47	9.89	9.89	9.89	3.51	4.69	26.94	31.94	16.797	296.136	98.023	16.955	1015.21	1
EQU	0	30/08/18	03:55:04	//	03:55:05	57.7859	7.0263	16.93	NaN	2068.30	356.47	205.91	1.37	32.95	1015.00	1011.29	-0.49	2.91	83.36	124.00	-53.67	9.89	9.89	9.89	3.68	4.75	26.94	31.84	16.802	296.295	98.081	16.957	1015.19	1
EQU	0	30/08/18	03:56:36	//	03:56:37	57.7864	7.0138	16.93	NaN	2067.40	356.25	205.37	1.36	32.95	1015.00	1011.42	-0.56	2.92	85.65	124.00	-53.69	9.89	9.89	9.89	3.92	4.75	27.00	31.84	16.803	295.844	97.956	16.969	1015.26	1
EQU	0	30/08/18	03:58:09	//	03:58:10	57.7870	7.0012	16.90	NaN	2065.80	355.86	205.08	1.36	32.95	1015.00	1011.16	-0.56	2.91	84.47	124.00	-53.69	9.89	9.89	9.89	3.94	4.75	26.94	31.84	16.695	296.324	97.973	16.900	1015.27	1
EQU	0	30/08/18	03:59:42	//	03:59:42	57.7874	6.9887	16.83	NaN	2061.50	354.81	205.37	1.36	32.94	1015.20	1011.55	-0.55	2.90	84.90	124.00	-55.57	9.89	9.89	9.89	3.88	4.75	26.94	31.84	16.686	296.459	97.916	16.851	1015.26	1
EQU	0	30/08/18	04:01:14	//	04:01:15	57.7879	6.9759	16.82	NaN	2056.30	353.64	204.66	1.36	32.94	1015.20	1011.16	-0.58	2.90	85.43	124.00	-55.71	9.89	9.89	9.89	4.64	4.75	26.94	31.84	16.730	296.278	97.884	16.864	1015.37	1
EQU	0	30/08/18	04:02:47	//	04:02:48	57.7884	6.9633	16.88	NaN	2054.90	353.26	204.83	1.36	32.94	1015.30	1011.74	-0.61	2.90	84.58	124.00	-55.75	9.89	9.89	9.89	4.31	4.69	26.94	31.84	16.776	296.151	97.956	16.920	1015.45	1
EQU	0	30/08/18	04:04:20	//	04:04:20	57.7888	6.9508	16.91	NaN	2055.80	353.46	204.91	1.36	32.94	1015.30	1011.60	-0.69	2.93	84.21	124.00	-55.74	9.89	9.89	9.89	3.76	4.81	26.94	31.84	16.785	296.135	97.985	16.936	1015.30	1
EQU	0	30/08/18	04:05:52	//	04:05:53	57.7893	6.9381	16.91	NaN	2057.50	353.92	204.70	1.36	32.93	1015.10	1011.36	-0.55	2.92	86.51	124.00	-53.66	9.89	9.89	9.89	3.92	4.75	27.00	31.84	16.789	295.760	97.875	16.944	1015.44	1
EQU	0	30/08/18	04:07:25	//	04:07:25	57.7897	6.9255	16.92	NaN	2059.20	354.18	204.87	1.36	32.93	1015.40	1011.33	-0.55	2.92	85.22	124.00	-53.53	9.89	9.89	9.89	3.80	4.94	26.94	31.84	16.806	295.808	97.919	16.957	1015.45	1
EQU	0	30/08/18	04:08:57	//	04:08:58	57.7902	6.9128	16.93	NaN	2060.40	354.54	205.16	1.36	32.92	1015.20	1011.65	-0.61	2.90	86.02	124.00	-53.59	9.89	9.89	9.89	4.55	4.94	26.94	31.84	16.792	295.755	97.909	16.961	1015.52	1
EQU	0	30/08/18	04:10:30	//	04:10:31	57.7906	6.9001	16.92	NaN	2060.40	354.53	204.70	1.36	32.92	1015.30	1011.69	-0.61	2.91	85.97	124.00	-55.67	9.89	9.89	9.89	3.78	5.06	26.94	31.84	16.799	295.514	97.810	16.951	1015.56	1
EQU	0	30/08/18	04:12:03	//	04:12:03	57.7911	6.8875	16.94	NaN	2059.00	354.18	204.04	1.35	32.92	1015.30	1011.39	-0.55	2.89	86.78	124.00	-55.74	9.89	9.89	9.89	3.88	5.00	26.94	31.84	16.818	295.302	97.778	16.970	1015.49	1
EQU	0	30/08/18	04:13:35	//	04:13:36	57.7915	6.8748	16.94	NaN	2059.10	354.10	204.75	1.36	32.92	1015.50	1011.79	-0.53	2.90	85.38	124.00	-55.79	9.89	9.89	9.89	3.72	5.06	26.94	31.84	16.821	295.455	97.844	16.977	1015.72	1
EQU	0	30/08/18	04:15:08	//	04:15:09	57.7920	6.8620	16.95	NaN	2059.70	354.26	204.87	1.36	32.92	1015.50	1011.85	-0.48	2.88	85.59	124.00	-55.64	9.89	9.89	9.89	3.90	4.94	26.94	31.84	16.820	295.233	97.777	16.981	1015.64	1
EQU	0	30/08/18	04:16:41	//	04:16:41	57.7925	6.8493	16.95	NaN	2060.30	354.38	204.87	1.36	32.91	1015.50	1012.08	-0.63	2.90	86.08	124.00	-55.63	9.89	9.89	9.89	3.72	4.87	26.94	31.74	16.834	295.199	97.774	16.985	1015.81	1
EQU	0	30/08/18	04:18:13	//	04:18:14	57.7929	6.8365	16.97	NaN	2059.90	354.28	205.50	1.36	32.92	1015.50	1011.85	-0.58	2.88	85.92	124.00	-26.74	9.89	9.89	9.89	3.65	4.81	26.94	31.74	16.846	294.843	97.685	16.999	1015.68	1
EQU	0	30/08/18	04:19:46	//	04:19:46	57.7935	6.8239	16.98	NaN	2058.20	353.88	204.66	1.36	32.91	1015.50	1011.94	-0.60	2.91	86.13	124.00	-26.82	9.89	9.89	9.89	3.51	4.81	26.94	31.74	16.859	294.728	97.671	17.011	1015.71	1
EQU	0	30/08/18	04:21:18	//	04:21:19	57.7939	6.8111	16.99	NaN	2055.70	353.31	204.62	1.36	32.91	1015.50	1011.87	-0.68	2.89	84.74	124.00	-55.54	9.89	9.89	9.89	3.98	4.81	26.94	31.74	16.883	294.768	97.718	17.027	1015.79	1
EQU	0	30/08/18	04:22:51	//	04:22:52	57.7944	6.7983	17.02	NaN	2054.40	352.94	204.00	1.35	32.91	1015.70	1011.86	-0.67	2.91	86.02	124.00	-55.54	9.89	9.89	9.89	3.73	4.69	27.00	31.74	16.899	294.560	97.700	17.052	1015.79	1
EQU	0	30/08/18	04:24:24	//	04:24:24	57.7948	6.7856	17.02	NaN	2053.90	352.91	204.66	1.36	32.91	1015.50	1011.93	-0.55	2.90	84.16	124.00	-55.40	9.89	9.89	9.89	3.96	4.75	27.00	31.74	16.886	294.256	97.596	17.050	1015.80	1
EQU	0	30/08/18	04:25:56	//	04:25:57	57.7953	6.7729	17.01	NaN	2053.50	352.82	204.91	1.36	32.91	1015.50	1011.94	-0.56	2.92	84.63	124.00	-55.43	9.89	9.89	9.89	3.82	4.69	26.94	31.74	16.873	294.578	97.675	17.037	1015.84	1
EQU	0	30/08/18	04:27:29	//	04:27:29	57.7958	6.7603	17.00	NaN	2052.50	352.56	205.20	1.36	32.91	1015.60	1012.10	-0.66	2.90	85.22	124.00	-55.42	9.89	9.89	9.89	3.61	4.75	27.00	31.74	16.852	294.591	97.643	17.019	1015.88	1
EQU	0	30/08/18	04:29:01	//	04:29:02	57.7963	6.7477	16.98	NaN	2051.20	352.26	205.04	1.36	32.91	1015.60	1012.05	-0.63	2.90	85.06	124.00	-55.60	9.89	9.89	9.89	3.82	4.81	26.94	31.63	16.838	294.477	97.575	17.004	1015.84	1
EQU	0	30/08/18	04:30:35	//	04:30:36	57.7968	6.7349	16.97	NaN	2050.10	351.95	205.29	1.36	32.90	1015.70	1011.94	-0.70	2.91	84.10	124.00	-55.61	9.89	9.89	9.89	3.61	4.94	26.94	31.74	16.838	294.709	97.636	16.996	1015.85	1
EQU	0	30/08/18	04:32:08	//	04:32:09	57.7973	6.7222	16.96	NaN	2049.20	351.76	204.75	1.36	32.91	1015.70	1011.87	-0.61	2.93	84.10	124.00	-48.40	9.89	9.89	9.89	3.90	5.00	26.94	31.74	16.828	295.025	97.736	16.994	1015.86	1
EQU	0	30/08/18	04:33:41	//	04:33:41	57.7978	6.7096	16.95	NaN	2050.30	352.00	204.37	1.36	32.90	1015.70	1011.99	-0.67	2.91	84.85	124.00	-45.59	9.89	9.89	9.89	3.27	5.00	26.94	31.74	16.796	294.768	97.600	16.970	1015.95	1
EQU	0	30/08/18	04:35:13	//	04:35:14	57.7983	6.6970	16.92	NaN	2055.30	353.17	204.79	1.36	32.91	1015.60	1012.15	-0.61	2.93	85.33	124.00	-45.55	9.89	9.89	9.89	4.00	4.94	26.94	31.74	16.789	294.782	97.568	16.952	1015.88	1
EQU	0	30/08/18	04:36:46	//	04:36:47	57.7988	6.6844	16.92	NaN	2062.90	354.86	204.37	1.36	32.90	1015.70	1012.06	-0.66	2.90	85.17	124.00	-52.76	9.89	9.89	9.89	4.27	4.94	27.00	31.63	16.789	294.743	97.551	16.949	1015.97	1
EQU	0	30/08/18	04:38:19	//	04:38:19	57.7993	6.6720	16.92	NaN	2067.40	355.81	205.29	1.36	32.91	1015.80	1012.00	-0.62	2.91	84.95	124.00	-55.54	9.89	9.89	9.89	3.61	5.00	26.94	31.63	16.790	294.797	97.570	16.950	1015.97	1
EQU	0	30/08/18	04:39:52	//	04:39:52	57.7999	6.6594	16.92	NaN	2069.00	356.20	204.87	1.36	32.90	1015.80	1012.05	-0.67	2.92	84.85	124.00	-55.51	9.89	9.89	9.89	4.39	5.00	26.94	31.74	16.794	295.255	97.723	16.951	1015.82	1
EQU	0	30/08/18	04:41:24	//	04:41:25	57.8004	6.6470	16.92	NaN	2069.50	356.37	205.00	1.36	32.90	1015.70	1012.16	-0.57	2.93	86.08	124.00	-55.51	9.89	9.89	9.89	3.84	5.00	26.94	31.63	16.790	295.704	97.875	16.952	1015.99	1
EQU	0	30/08/18	04:42:57	//	04:42:58	57.8009	6.6347	16.92	NaN	2069.10	356.22	204.75	1.36	32.90	1015.80	1012.25	-0.67	2.92	86.62	124.00	-55.57	9.89	9.89	9.89	3.84	5.00	27.00	31.63	16.795	295.509	97.814	16.954	1016.03	1
EQU	0	30/08/18	04:44:30	//	04:44:30	57.8020	6.6226	16.93	NaN	2068.30	356.05	204.66	1.36	32.89	1015.80	1012.08	-0.64	2.94	85.86	124.00	-55.49	9.89	9.89	9.89	3.55	5.00	26.94	31.63	16.803	295.143	97.708	16.962	1016.04	1
EQU	0	30/08/18	04:46:02	//	04:46:03	57.8043	6.6113	16.93	NaN	2067.50	355.84	204.87	1.36	32.90	1015.80	1012.06	-0.60	2.91	84.63	124.00	-52.97	9.89	9.89	9.89	3.49	5.00	27.00	31.63	16.793	295.852	97.939	16.960	1016.13	1
EQU	0	30/08/18	04:47:35	//	04:47:35	57.8068	6.6000	16.92	NaN	2065.00	355.29	204.79	1.36	32.89	1015.80	1012.21	-0.68	2.91	84.58	124.00	-53.02	9.89	9.89	9.89	3.86	5.00	26.94	31.63	16.796	295.897	97.939	16.953	1016.02	1
EQU-DRAIN	0	30/08/18	04:49:07	//	04:49:08	57.8093	6.5886	16.93	NaN	2061.60	354.49	204.91	1.36	32.90	1015.90	1012.06	-0.65	2.91	84.47	124.00	-55.60	9.89	9.89	9.89	2.78	5.00	26.94	31.63	16.810	295.947	97.978	16.964	1016.22	1
EQU	0	30/08/18	04:51:01	//	04:51:02	57.8124	6.5746	16.94	NaN	2060.90	354.34	205.70	1.37	32.90	1015.80	1011.95	-0.64	2.93	85.17	124.00	-55.57	9.89	9.89	9.89	3.97	4.69	26.94	31.63	16.815	295.802	97.946	16.971	1016.14	1
EQU	0	30/08/18	04:52:34	//	04:52:34	57.8148	6.5633	16.95	NaN	2062.00	354.55	204.83	1.36	32.89	1015.90	1012.04	-0.65	2.91	85.01	124.00	-53.14	9.89	9.89	9.89	4.17	4.75	26.94	31.63	16.825	295.867	97.993	16.983	1016.16	1
EQU	0	30/08/18	04:54:06	//	04:54:07	57.8174	6.5519	16.95	NaN	2064.50	355.09	205.33	1.36	32.90	1016.00	1012.10	-0.69	2.92	85.86	124.00	-52.51	9.89	9.89	9.89	4.35	4.75	26.94	31.63	16.810	295.645	97.902	16.975	1016.15	1
EQU	0	30/08/18	04:55:39	//	04:55:39	57.8199	6.5406	16.94	NaN	2065.70	355.38	204.79	1.36	32.89	1015.90	1012.19	-0.64	2.91	86.45	124.00	-54.96	9.89	9.89	9.89	4.87	4.87	26.94	31.63	16.807	295.584	97.870	16.969	1016.30	1
EQU	0	30/08/18	04:57:11	//	04:57:12	57.8224	6.5292	16.94	NaN	2067.00	355.72	205.29	1.36	32.89	1015.80	1012.10	-0.55	2.91	86.08	124.00	-54.90	9.89	9.89	9.89	3.88	4.87	26.94	31.63	16.810	295.441	97.825	16.971	1016.21	1
EQU	0	30/08/18	04:58:45	//	04:58:46	57.8248	6.5177	16.94	NaN	2069.40	356.24	205.41	1.36	32.89	1015.90	1012.35	-0.58	2.90	84.74	124.00	-52.00	9.89	9.89	9.89	3.68	4.75	26.94	31.63	16.808	295.823	97.942	16.966	1016.13	1
EQU	0	30/08/18	05:00:18	//	05:00:19	57.8273	6.5064	16.94	NaN	2073.70	357.12	204.58	1.36	32.89	1016.10	1012.13	-0.57	2.90	86.35	124.00	-51.91	9.89	9.89	9.89	3.65	4.94	26.94	31.63	16.817	295.416	97.823	16.974	1016.36	1
EQU	0	30/08/18	05:01:51	//	05:01:51	57.8298	6.4951	16.95	NaN	2076.50	357.72	204.50	1.36	32.90	1016.20	1012.42	-0.70	2.93	86.72	124.00	-51.95	9.89	9.89	9.89	3.55	4.94	26.94	31.63	16.825	295.081	97.730	16.983	1016.38	1
EQU	0	30/08/18	05:03:23	//	05:03:24	57.8324	6.4837	16.95	NaN	2077.40	358.00	204.70	1.36	32.89	1016.00	1012.54	-0.64	2.91	85.17	124.00	-55.59	9.89	9.89	9.89	4.41	4.87	26.94	31.63	16.831	294.869	97.661	16.983	1016.42	1
EQU	0	30/08/18	05:04:56	//	05:04:57	57.8350	6.4724	16.97	NaN	2077.50	357.95	204.50	1.36	32.89	1016.20	1012.36	-0.70	2.91	83.89	124.00	-47.60	9.89	9.89	9.89	3.90	4.94	26.94	31.63	16.845	294.313	97.508	16.998	1016.44	1
EQU	0	30/08/18	05:06:29	//	05:06:29	57.8376	6.4613	16.98	NaN	2079.80	358.50	204.29	1.35	32.90	1016.10	1012.55	-0.60	2.92	85.59	124.00	-47.59	9.89	9.89	9.89	3.75	4.94	26.94	31.63	16.861	294.806	97.697	17.011	1016.40	1
EQU	0	30/08/18	05:08:01	//	05:08:02	57.8402	6.4500	16.99	NaN	2083.30	359.24	204.33	1.36	32.90	1016.20	1012.45	-0.60	2.91	86.88	124.00	-39.89	9.89	9.89	9.89	3.53	4.87	26.94	31.63	16.874	294.844	97.742	17.027	1016.35	1
EQU	0	30/08/18	05:09:34	//	05:09:34	57.8428	6.4388	17.00	NaN	2085.90	359.81	204.25	1.35	32.89	1016.30	1012.43	-0.72	2.91	86.45	124.00	-47.11	9.89	9.89	9.89	3.76	4.87	26.94	31.63	16.874	294.234	97.548	17.031	1016.40	1
EQU	0	30/08/18	05:11:06	//	05:11:07	57.8455	6.4275	17.00	NaN	2087.40	360.16	203.83	1.35	32.90	1016.30	1012.60	-0.68	2.91	87.64	124.00	-47.08	9.89	9.89	9.89	3.41	4.87	27.00	31.63	16.875	294.646	97.687	17.032	1016.61	1
EQU	0	30/08/18	05:12:39	//	05:12:40	57.8482	6.4162	17.00	NaN	2087.70	360.20	203.66	1.35	32.90	1016.30	1012.74	-0.71	2.92	85.92	124.00	-55.66	9.89	9.89	9.89	3.65	4.75	26.94	31.63	16.865	294.522	97.646	17.032	1016.55	1
EQU	0	30/08/18	05:14:12	//	05:14:12	57.8509	6.4050	16.98	NaN	2085.20	359.69	203.37	1.35	32.90	1016.20	1012.53	-0.63	2.91	84.53	124.00	-55.64	9.89	9.89	9.89	3.82	4.87	26.94	31.63	16.830	294.660	97.643	17.008	1016.58	1
EQU	0	30/08/18	05:15:46	//	05:15:46	57.8536	6.3936	16.95	NaN	2080.60	358.63	203.91	1.35	32.90	1016.30	1012.52	-0.64	2.90	85.70	124.00	-54.97	9.89	9.89	9.89	3.80	4.94	26.94	31.63	16.798	295.467	97.838	16.972	1016.55	1
EQU	0	30/08/18	05:17:18	//	05:17:19	57.8563	6.3823	16.92	NaN	2075.30	357.38	204.62	1.36	32.89	1016.40	1012.69	-0.67	2.90	84.05	124.00	-54.95	9.89	9.89	9.89	3.65	4.87	26.94	31.63	16.773	295.176	97.681	16.943	0.00	1
EQU	0	30/08/18	05:18:51	//	05:18:51	57.8589	6.3712	16.90	NaN	2071.20	356.41	204.25	1.35	32.89	1016.40	1012.55	-0.68	2.94	85.11	124.00	-54.29	9.89	9.89	9.89	3.68	4.87	26.94	31.63	16.764	294.946	97.581	16.931	1016.68	1
EQU	0	30/08/18	05:20:23	//	05:20:24	57.8615	6.3600	16.89	NaN	2069.50	356.01	204.29	1.35	32.89	1016.40	1012.59	-0.64	2.92	86.62	124.00	-54.86	9.89	9.89	9.89	3.53	4.94	26.94	31.63	16.747	294.944	97.551	16.917	1016.63	1
EQU	0	30/08/18	05:21:56	//	05:21:57	57.8642	6.3487	16.87	NaN	2069.60	356.00	204.29	1.35	32.89	1016.50	1012.53	-0.73	2.92	84.58	124.00	-55.09	9.89	9.89	9.89	4.02	4.94	26.94	31.53	16.707	295.250	97.579	16.881	1016.73	1
EQU	0	30/08/18	05:23:29	//	05:23:29	57.8668	6.3377	16.84	NaN	2068.90	355.86	204.91	1.36	32.90	1016.50	1012.69	-0.68	2.90	84.53	124.00	-55.14	9.89	9.89	9.89	3.73	4.87	26.94	31.63	16.724	295.197	97.561	16.881	1016.82	1
EQU	0	30/08/18	05:25:01	//	05:25:02	57.8694	6.3265	16.85	NaN	2069.20	355.87	205.58	1.36	32.88	1016.50	1012.72	-0.70	2.92	84.69	124.00	-55.14	9.89	9.89	9.89	4.70	4.87	26.94	31.63	16.674	295.599	97.670	16.869	1016.71	1
EQU	0	30/08/18	05:26:34	//	05:26:35	57.8721	6.3154	16.81	NaN	2066.60	355.36	205.25	1.36	32.89	1016.40	1012.70	-0.70	2.92	84.26	124.00	-55.12	9.89	9.89	9.89	4.10	4.81	26.94	31.53	16.641	295.745	97.620	16.822	1016.78	1
EQU	0	30/08/18	05:28:07	//	05:28:07	57.8748	6.3044	16.78	NaN	2061.40	354.09	204.29	1.35	32.89	1016.60	1012.86	-0.73	2.93	85.97	124.00	-55.50	9.89	9.89	9.89	4.31	4.75	26.94	31.53	16.658	296.183	97.748	16.813	1016.77	1
EQU	0	30/08/18	05:29:39	//	05:29:40	57.8774	6.2933	16.79	NaN	2057.70	353.30	204.75	1.36	32.89	1016.50	1012.80	-0.72	2.92	85.97	124.00	-55.39	9.89	9.89	9.89	3.61	5.00	26.94	31.63	16.677	295.725	97.634	16.831	1016.73	1
EQU	0	30/08/18	05:31:12	//	05:31:12	57.8801	6.2823	16.80	NaN	2056.70	353.03	204.70	1.36	32.90	1016.60	1012.83	-0.67	2.92	86.18	124.00	-55.27	9.89	9.89	9.89	4.11	4.94	26.94	31.63	16.623	296.237	97.767	16.814	1016.87	1
EQU	0	30/08/18	05:32:46	//	05:32:46	57.8828	6.2711	16.73	NaN	2056.20	352.90	204.50	1.36	32.88	1016.60	1012.80	-0.75	2.91	84.79	124.00	-55.40	9.89	9.89	9.89	3.72	5.00	26.87	31.63	16.586	296.886	97.870	16.759	0.73	1
EQU	0	30/08/18	05:34:18	//	05:34:19	57.8854	6.2601	16.72	NaN	2058.00	353.33	204.00	1.35	32.89	1016.60	1012.87	-0.71	2.91	84.10	124.00	-55.56	9.89	9.89	9.89	3.86	5.06	26.94	31.63	16.567	297.078	97.891	16.739	1016.86	1
EQU	0	30/08/18	05:35:51	//	05:35:51	57.8880	6.2491	16.70	NaN	2059.50	353.66	204.20	1.35	32.88	1016.60	1012.99	-0.68	2.91	84.26	124.00	-54.90	9.89	9.89	9.89	4.12	5.06	26.87	31.63	16.550	297.122	97.869	16.721	1016.80	1
EQU	0	30/08/18	05:37:23	//	05:37:24	57.8907	6.2380	16.69	NaN	2059.30	353.62	203.91	1.35	32.88	1016.60	1012.73	-0.79	2.92	84.37	124.00	-54.86	9.89	9.89	9.89	3.86	5.06	26.94	31.63	16.572	296.984	97.829	16.724	1016.87	1
EQU	0	30/08/18	05:38:56	//	05:38:57	57.8934	6.2270	16.71	NaN	2059.30	353.62	204.08	1.35	32.88	1016.60	1012.60	-0.67	2.94	85.92	124.00	-54.91	9.89	9.89	9.89	3.92	5.00	26.94	31.63	16.603	296.550	97.744	16.752	1016.84	1
EQU	0	30/08/18	05:40:29	//	05:40:29	57.8959	6.2161	16.74	NaN	2060.70	353.93	203.33	1.35	32.88	1016.60	1012.82	-0.68	2.93	84.21	124.00	-55.64	9.89	9.89	9.89	4.53	4.87	26.87	31.63	16.611	296.526	97.774	16.770	1016.78	1
